Data Source,World Development Indicators,
Last Updated Date,2/05/2018,
,,
Country Name,GDP per capita (constant 2010 US$),Life expectancy at birth
Angola,2100.57238329504,47.113
Albania,2337.94238637131,73.955
Arab World,4816.71185196692,67.6949397276557
United Arab Emirates,62833.2510712003,74.239
Argentina,8182.68650230869,73.832
Armenia,1404.32146204631,71.409
Antigua and Barbuda,11981.9162572389,73.541
Australia,44223.5912367361,79.2341463414634
Austria,42122.9360005981,78.1268292682927
Azerbaijan,1633.3944354131,66.763
Burundi,228.247568715153,51.545
Belgium,40170.4189271218,77.7219512195122
Benin,694.243748862815,55.391
Burkina Faso,434.763330444212,50.489
Bangladesh,509.293434722413,65.324
Bulgaria,4011.0958404745,71.6634146341464
Bahrain,22955.0934939164,74.44
"Bahamas, The",24748.3079735458,72.37
Bosnia and Herzegovina,3002.82084105655,74.413
Belarus,2808.69399564789,68.9121951219512
Belize,3838.89248817263,68.329
Bermuda,79988.3500115683,77.8853658536585
Bolivia,1616.53917776886,60.69
Brazil,8778.18814081675,70.055
Barbados,15017.0768031104,73.377
Brunei Darussalam,35923.4018274107,75.202
Bhutan,1201.10578545411,60.758
Botswana,4954.77428993194,49.03
Central African Republic,411.938174343603,43.937
Canada,43638.2831548145,79.2365853658537
Central Europe and the Baltics,8504.01493996457,72.7196903521431
Switzerland,67807.9268085504,79.6804878048781
Chile,9469.11046762056,76.793
China,1771.74150579539,71.955
Cote d'Ivoire,1336.4296095336,46.672
Cameroon,1163.43141018675,50.026
"Congo, Dem. Rep.",276.216682819563,50.041
"Congo, Rep.",2364.6129178485,51.397
Colombia,4764.16765661084,71.019
Comoros,806.429473279958,59.46
Cabo Verde,2179.98480656933,69.747
Costa Rica,6230.47948913607,77.448
Caribbean small states,7017.1879315197,70.2037685439382
Cuba,3473.24349386215,76.658
Cyprus,27317.8036921889,78.01
Czech Republic,14806.5834697881,74.9682926829268
Germany,37998.4253119991,77.9268292682927
Djibouti,1072.61558708337,57.021
Denmark,55850.6364296358,76.5926829268293
Dominican Republic,3902.60008184078,70.568
Algeria,3541.07203679729,70.292
East Asia & Pacific (excluding high income),1821.58687121876,70.594312681957
Early-demographic dividend,2235.72553318937,64.4860730448729
East Asia & Pacific,5350.73964943574,71.5790095318242
Europe & Central Asia (excluding high income),4955.17893988103,67.721500924881
Europe & Central Asia,20239.2522984211,73.0708005190979
Ecuador,3678.90231648583,72.933
"Egypt, Arab Rep.",1950.60698229459,68.613
Euro area,34931.3925842522,78.2748926912842
Eritrea,571.60323059432,55.258
Spain,28335.001833327,78.9658536585366
Estonia,10108.2052912574,70.4170731707317
Ethiopia,196.504962197176,51.94
European Union,30293.0869993595,77.158685234044
Fragile and conflict affected situations,1204.98273892762,56.3122824058707
Finland,40450.3733748937,77.4658536585366
Fiji,3315.06747465363,67.553
France,38522.2102787019,79.0560975609756
"Micronesia, Fed. Sts.",2706.82954206421,67.3
Gabon,10137.5501854716,59.302
United Kingdom,35576.7668473642,77.7414634146342
Georgia,1436.87949686198,71.907
Ghana,969.223555380733,56.994
Guinea,573.223454597421,51.181
"Gambia, The",530.101214288007,55.924
Guinea-Bissau,532.267639018964,52.27
Equatorial Guinea,5484.3008321114,52.752
Greece,23275.4443060502,77.8878048780488
Grenada,6359.78271479599,70.337
Greenland,32193.0025256533,66.9634146341464
Guatemala,2554.78152752909,67.849
Guyana,2354.53152754201,64.93
High income,35893.0070766571,77.6179767214086
"Hong Kong SAR, China",23015.9058780068,80.8780487804878
Honduras,1620.05611297354,70.537
Heavily indebted poor countries (HIPC),588.845812321593,52.2011921624773
Croatia,10570.139583272,72.8078048780488
Haiti,766.936717230252,57.716
Hungary,10490.3503172185,71.2463414634146
IBRD only,2815.04960550768,68.246523534227
IDA & IBRD total,2371.09963295643,65.6574566532454
IDA total,743.691125713685,56.1575725727396
IDA blend,1061.33695101971,55.2883116743184
Indonesia,2143.38989039205,66.285
IDA only,582.429517812353,56.5901722997632
India,762.313340805066,62.582
Ireland,42945.2565861801,76.5365853658537
"Iran, Islamic Rep.",4676.87355124988,70.144
Iraq,4311.28130243519,69.169
Iceland,36610.691900474,79.6536585365854
Israel,27636.340773557,78.9536585365854
Italy,36180.7783332899,79.7780487804878
Jamaica,4644.59689974399,72.327
Jordan,2810.03514836385,71.73
Japan,42169.6978757344,81.0760975609756
Kazakhstan,4491.59182333064,65.5170731707317
Kenya,833.029813172049,51.751
Kyrgyz Republic,654.312311839924,68.5585365853659
Cambodia,428.505905632537,58.432
Kiribati,1730.81208299629,64.001
"Korea, Rep.",15104.5215176462,75.909756097561
Kuwait,35792.7097863038,73.16
Latin America & Caribbean (excluding high income),7138.10964490157,71.3120061118444
Lao PDR,672.167829902733,58.923
Lebanon,6747.63317967161,74.447
Liberia,392.490207474937,52.423
Libya,8967.24745280595,70.473
St. Lucia,7144.88258860298,71.456
Latin America & Caribbean,7382.00623985184,71.5298314829906
Least developed countries: UN classification,529.263394492754,55.729413039882
Low income,422.832624196702,52.3591663291923
Sri Lanka,1824.72107196506,71.002
Lower middle income,1088.94307299273,62.7910621835247
Low & middle income,2289.66880146014,65.5810010646836
Lesotho,880.371678771733,48.405
Late-demographic dividend,3461.8284840566,71.2171637413152
Lithuania,6933.58786910926,72.0195121951219
Luxembourg,93462.9248464056,77.8731707317073
Latvia,6934.72292638759,70.3146341463415
"Macao SAR, China",22524.4368729561,80.407
Morocco,1972.3002866719,68.722
Moldova,968.288176681114,67.006
Madagascar,430.108996269166,58.485
Middle East & North Africa,5740.12415737267,69.7955532072658
Mexico,8659.79725352063,74.364
Marshall Islands,2617.36543188505,65.2390243902439
Middle income,2461.63438312798,66.7961117198172
"Macedonia, FYR",3448.83445241989,73.267
Mali,553.578011379499,48.069
Malta,18306.665059282,78.2
Myanmar,346.774645407117,62.133
Middle East & North Africa (excluding high income),3184.76846969688,69.2655244373117
Montenegro,4950.21951950929,73.228
Mongolia,1600.47948399086,62.869
Mozambique,256.539379736227,48.348
Mauritania,998.106967953896,60.049
Mauritius,5560.23464877619,71.6634146341464
Malawi,384.680169731663,46.45
Malaysia,7009.60173993548,72.8
North America,44923.36444131,76.8924319640994
Namibia,3746.71311947165,55.608
Niger,322.149889580638,49.874
Nigeria,1287.05925568582,46.266
Nicaragua,1309.52559663019,69.742
Netherlands,46133.176346003,77.9878048780488
Norway,81709.6629402044,78.6341463414634
Nepal,459.116340001891,62.386
New Zealand,29525.1203253083,78.6365853658537
OECD members,33036.298429684,77.0812213282712
Oman,18698.3997470458,72.126
Other small states,8057.89189510402,60.7265064948918
Pakistan,848.631783053007,62.727
Panama,5441.82128823216,75.084
Peru,3310.77999316433,70.512
Philippines,1607.20156234998,67.17
Palau,9852.62896942316,70.4936585365854
Papua New Guinea,1724.27045960181,61.832
Poland,8525.13950212083,73.7487804878049
Pre-demographic dividend,972.477750095091,50.7261968076621
Puerto Rico,24161.1608814414,76.6892682926829
Portugal,21513.4597301856,76.3146341463415
Paraguay,2692.50494430328,70.07
West Bank and Gaza,2165.39491124613,70.778
Pacific island small states,2721.41386369489,66.7183349574985
Post-demographic dividend,35747.6288060167,77.3662747817723
Qatar,60858.1912230348,76.279
Romania,4900.53893798355,71.1634146341464
Russian Federation,6491.00135927102,65.4836585365854
Rwanda,327.096812782562,48.415
South Asia,751.535561896264,62.8652218301737
Saudi Arabia,18263.2300818186,72.44
Sudan,1003.00204956655,58.43
Senegal,877.00225326756,57.796
Singapore,33390.0584777032,77.9512195121951
Solomon Islands,1234.29920292736,63.103
Sierra Leone,303.78909811539,38.702
El Salvador,3028.8682633893,68.834
Serbia,3405.77959935783,71.5829268292683
Sub-Saharan Africa (excluding high income),1173.11240098193,50.5370102327548
Sub-Saharan Africa,1174.15873140384,50.5397008145372
Small states,7470.93601029075,63.2017216176221
Sao Tome and Principe,854.424169246088,63.338
Suriname,5685.38735001373,67.838
Slovak Republic,10296.7141833785,73.0512195121951
Slovenia,18570.6960677631,75.4121951219512
Sweden,44693.7365969156,79.6439024390244
Swaziland,2953.2323032543,48.521
Seychelles,9790.27077165215,72.7780487804878
Chad,462.5285997774,47.593
East Asia & Pacific (IDA & IBRD countries),1841.22925126792,70.662426224485
Europe & Central Asia (IDA & IBRD countries),5268.91299054098,68.2511882418047
Togo,515.669772437193,53.489
Thailand,3458.05393141622,70.624
Tajikistan,413.586440748804,65.485
Turkmenistan,2381.17572965515,63.613
Latin America & the Caribbean (IDA & IBRD countries),7308.37492831214,71.375511022126
Timor-Leste,602.95413143072,59.36
Middle East & North Africa (IDA & IBRD countries),3195.42866489013,69.2496281846182
Tonga,3275.81211103324,70.811
South Asia (IDA & IBRD),751.535561896264,62.8652218301737
Sub-Saharan Africa (IDA & IBRD countries),1174.15873140384,50.5397008145372
Trinidad and Tobago,9779.49634411304,68.532
Tunisia,3004.61076548799,73.155
Turkey,8237.34215790948,70.008
Tanzania,497.204179862896,51.493
Uganda,412.196380392662,47.077
Ukraine,1817.99710109357,67.859512195122
Upper middle income,3867.25806095749,70.8979175416674
Uruguay,8997.66012496864,74.805
United States,45055.817918284,76.6365853658537
Uzbekistan,813.203769489388,67.154
St. Vincent and the Grenadines,4747.95855524537,70.593
"Venezuela, RB",11799.8331310304,72.281
Vietnam,761.61017123494,73.265
Vanuatu,2839.9324726124,67.438
World,8167.6416615766,67.6849977963724
Samoa,2766.53104153647,69.305
