Data Source,World Development Indicators,
Last Updated Date,2/05/2018,
,,
Country Name,GDP per capita,Life expectancy at birth
Afghanistan,274.880858701521,41.853
Arab World,2041.03141797068,58.4562169369463
United Arab Emirates,41825.995457574,67.696
Argentina,2738.28472318497,69.464
Antigua and Barbuda,1789.58956778188,68.873
Australia,10201.978299827,74.3336585365854
Austria,10869.5464236099,72.4634146341464
Burundi,223.407226181457,47.314
Belgium,12932.8605964577,73.2070731707317
Benin,378.043898303902,47.19
Burkina Faso,282.685735299595,46.049
Bangladesh,222.632350948637,53.478
Bulgaria,2238.80295786574,71.1575609756098
Bahrain,8537.92937933215,69.55
"Bahamas, The",6338.61986793949,68.524
Belize,1350.97637959141,69.577
Bermuda,11218.2178159868,72.3046341463415
Bolivia,811.776895842258,50.012
Brazil,1939.79087647145,61.983
Brunei Darussalam,25412.9949521137,70.23
Bhutan,331.531226881102,45.464
Botswana,1059.6967003512,60.733
Central African Republic,349.609916205372,48.886
Canada,11135.4379854841,75.0780487804878
Switzerland,18832.1967194448,75.4592682926829
Chile,2577.32357506363,69.074
China,194.804722186836,66.843
Cote d'Ivoire,1226.91273070293,50.616
Cameroon,782.139671788332,51.211
"Congo, Dem. Rep.",546.142397661985,46.363
"Congo, Rep.",927.096255871296,56.143
Colombia,1204.15516834541,65.506
Comoros,401.2150931669,50.615
Cabo Verde,496.226764170126,61.708
Costa Rica,2022.10973091263,72.045
Caribbean small states,2551.63780289065,68.3671201511666
Cuba,2024.66004029324,73.803
Cyprus,4232.02293870659,74.79
Germany,12092.3818542945,72.6779024390244
Denmark,13883.8996463609,74.1017073170732
Dominican Republic,1141.45172137837,62.977
Algeria,2189.77667951046,58.196
East Asia & Pacific (excluding high income),279.151525204878,65.2576415469816
Early-demographic dividend,813.350533295276,56.2976893473926
East Asia & Pacific,1162.65311738599,66.309531538611
Europe & Central Asia,5729.82438832706,70.1934279521688
Ecuador,2241.79000580815,63.095
"Egypt, Arab Rep.",519.567944327705,58.338
Euro area,9779.41372387871,73.5296239919765
Spain,6191.71494503494,75.3492682926829
European Union,8314.59577577259,72.8641069950217
Finland,11232.274564422,73.44
Fiji,1893.04666537564,62.978
France,12712.6013994711,74.0512195121951
Gabon,5869.27944913422,55.014
United Kingdom,10032.062080015,73.6756097560976
Ghana,411.517916585065,52.268
"Gambia, The",398.896549773698,46.293
Guinea-Bissau,138.169792154416,45.569
Equatorial Guinea,198.346737584453,43.772
Greece,5893.66180979161,73.6471463414634
Grenada,1246.00240935278,66.557
Greenland,9483.17307607343,63.449756097561
Guatemala,1081.72504300498,57.272
Guyana,773.181670774835,62.498
High income,9596.72944261987,73.2058846258104
"Hong Kong SAR, China",5700.41263435822,74.6731707317073
Honduras,697.607540577323,59.632
Heavily indebted poor countries (HIPC),387.590453784358,47.4073376296467
IBRD only,740.66198159399,62.300528576784
IDA & IBRD total,686.001883020146,60.2019917080035
IDA total,443.990186353312,50.7089797925481
IDA blend,623.886284789944,53.4634334237583
Indonesia,523.246753049773,59.618
IDA only,349.336339581275,49.3498830935794
India,263.840719769486,53.842
Ireland,6380.06947863501,72.623243902439
"Iran, Islamic Rep.",2440.30564581101,54.111
Iraq,3911.54300303153,60.127
Iceland,14942.8139956942,76.8465853658537
Israel,6228.61491166864,73.8756097560976
Italy,8429.02315340574,73.9431707317073
Jamaica,1238.72108681929,71.509
Jordan,1646.73209949313,66.207
Japan,9416.63028046057,76.0917073170732
Kenya,446.574454322163,57.757
Kiribati,652.447033879644,56.927
"Korea, Rep.",1704.46973929845,66.0463414634147
Kuwait,20868.7421570256,69.573
Latin America & Caribbean (excluding high income),2059.34706407436,63.9825425962386
Liberia,452.632083435276,45.996
St. Lucia,1240.3177500095,68.88
Latin America & Caribbean,2130.72574775051,64.296072250019
Sri Lanka,267.668292352396,68.171
Lower middle income,425.997586019327,55.9146151955224
Low & middle income,671.419183545143,60.1301611594381
Lesotho,329.406493519386,53.807
Late-demographic dividend,755.441705479038,66.4742103850574
Luxembourg,17113.842251689,72.0726097560976
Morocco,1077.24294157105,57.56
Madagascar,463.731466023759,49.005
Maldives,268.103520907538,53.12
Middle East & North Africa,2165.31539310271,58.7453938418689
Mexico,2802.11051684972,66.562
Middle income,700.213070582126,61.1143187452966
Mali,248.188933681431,39.677
Malta,3948.40312614976,73.7534390243903
Mozambique,297.618882949593,41.913
Mauritania,462.191763962048,54.28
Mauritius,1176.49805366698,66.9653902439024
Malawi,200.8176854998,44.776
Malaysia,1774.73630961095,68.044
North America,12454.5951188154,73.7528378020355
Namibia,2404.41618925672,57.521
New Caledonia,8443.10705181349,66.569512195122
Niger,418.86206821735,38.962
Nigeria,873.960732031519,45.331
Netherlands,13615.8370736975,75.7431707317073
Norway,15772.2409073814,75.6717073170732
Nepal,130.579472478816,46.562
New Zealand,7467.47805883071,72.8292682926829
OECD members,8874.34439279343,72.2657123081167
Oman,5181.79928596988,59.758
Other small states,2741.82141750162,59.0430518806806
Pakistan,303.448955667202,56.972
Panama,2332.02148209472,70.194
Peru,1044.63988840675,60.065
Philippines,684.654382176202,62.155
Papua New Guinea,770.465671197748,55.619
Pre-demographic dividend,347.850204521134,47.4862534855153
Puerto Rico,4502.8384279476,73.700243902439
Portugal,3368.6983695763,71.2146341463415
Paraguay,1287.42119897481,66.793
Pacific island small states,1340.86470119175,61.6718431678535
Post-demographic dividend,9371.69106568224,73.2750666430092
French Polynesia,8978.77187551041,64.562
Qatar,34986.4578843518,72.649
Rwanda,244.083771585875,48.085
South Asia,258.962609773778,54.0189647719809
Saudi Arabia,16892.3634017515,63.041
Sudan,388.276319285883,54.253
Senegal,626.408698665606,48.944
Singapore,4926.95802257463,72.190243902439
Solomon Islands,731.614188195206,58.778
Sierra Leone,327.055457196499,40.641
El Salvador,780.220660405038,56.378
Sub-Saharan Africa (excluding high income),717.963532558198,48.2311206089088
Sub-Saharan Africa,718.20794612289,48.2346233659472
Small states,2594.10230802318,61.683846158902
Suriname,2191.15324290129,65.863
Sweden,16856.7610864306,75.7409756097561
Swaziland,898.285823025734,54.348
Seychelles,2329.35335798995,69.5975609756098
Syrian Arab Republic,1462.63034143891,65.774
Chad,228.943436658043,44.704
East Asia & Pacific (IDA & IBRD countries),282.216307700471,65.2455542842585
Togo,417.668525846962,52.339
Thailand,682.773455546258,64.433
Latin America & the Caribbean (IDA & IBRD countries),2100.33629913111,63.9331179321454
Tonga,572.645902255842,67.476
South Asia (IDA & IBRD),258.962609773778,54.0189647719809
Sub-Saharan Africa (IDA & IBRD countries),718.20794612289,48.2346233659472
Trinidad and Tobago,5745.6807959891,67.022
Tunisia,1373.10066682634,62
Turkey,1564.24897993025,58.667
Uganda,99.1757466807548,49.374
Upper middle income,938.593200235196,65.6888584984416
Uruguay,3485.52602966836,70.255
United States,12597.6675101771,73.609756097561
St. Vincent and the Grenadines,819.266039832181,67.537
"Venezuela, RB",4367.72615646579,68.114
Virgin Islands (U.S.),7304.58870287848,71.7001219512195
Vanuatu,980.89785992594,58.348
World,2516.61615689839,62.8665870553188
South Africa,2788.39935257825,57.704
Zambia,650.254787128368,51.265
Zimbabwe,932.259610740781,59.39
